Subject,Course,Name,Description,Credit Hours,Degree Attributes,CRN,Average Grade,Degree Attributes Codes
TE,566,Finance for Engineering Mgmt,Cornerstone financial concepts for engineering management to enable analysis of engineering projects from a financial perspective: income statements; the balance sheet; cash flow statements; corporate organization; the time value of money; net present value; discounted cash flow analysis; portfolio theory. 2 graduate hours. No professional credit.,2,,51370,,
TE,567,Venture Funded Startups,"Concepts, tools, and language used by venture capitalists (VCs). Venture-scale opportunity assessment and articulation; venture capital financing and valuation; deal structure; term sheets; financial plans for startups; customer development and marketing; product iterations; sales execution. 1 graduate hour. No professional credit. Prerequisite: TE 566.",1,,68018,,
THEA,101,Introduction to Theatre Arts,"Introduction to the arts of theater for non-majors, including acting, design, directing, dramaturgy, and playwriting, together with a survey of theatrical history, minority theater, and plays by women. Attendance at Department of Theater productions (ticket fee required). Credit not given for both THEA 101 and THEA 102.",3,['Humanities - Lit & Arts course'],59297,3.5913636363636368,[6]
THEA,110,Broadway Musicals,"A cultural context of the uniquely ""American"" Broadway musical through an introduction to the art form, an analysis of the pertinent time period, and historical and critical placement of the work as a reflection (and development) of the identity of the United States. This course will introduce the collaborative artistry of the musical, survey specific iconic works, and explore the socio-economic impacts of the Broadway musical. Attendance at selected performances is required.",3,,63665,3.595,
THEA,119,BFA Production Seminar,"A seminar class for undergraduate theatre majors in the following 6 concentrations: Lighting Design and Technology; Sound Design and Technology; Costume Design and Technology; Scenic Design; Scenic Technology; Arts and Entertainment Technology. The course provides an opportunity for students studying technical and design aspects of live performance to investigate topics in production and/or design as related to their particular field of study. Course activities vary per section but include analysis of production and design approaches/techniques, skills development and practice, and reviews of student and professional production work. The course provides an open, collaborative environment that allows for all students to participate in the exchange of ideas, promote analytical thinking, and to work with principles that may be applied to practical production and design scenarios. Guests artists and special topics may be included. May be repeated to a maximum of 8 hours in separate semesters. Credit is not given for THEA 119 if credit for the corresponding section of THEA 199 has been given. Prerequisite: Restricted to BFA Theatre students in the following 6 concentrations: Lighting Design and Technology; Sound Design and Technology; Costume Design and Technology; Scenic Design; Scenic Technology; Arts and Entertainment Technology.",1,,74643,,
THEA,122,Theatre Foundations: Theory and Practice,"Focuses on understanding the historical and contemporary creative practices of playwrights, directors, and dramaturgs. Provides a brief overview of theatre history and theory for understanding critical concepts and approaches that inform contemporary theatrical practices. Students will develop creative projects as well as critical analyses in support of course objectives. Credit not given for both THEA 122 and THEA 101. Credit not given for both THEA 122 and THEA 102.",3,['Humanities - Lit & Arts course'],71289,3.88,[6]
THEA,126,Stagecraft,"Studies and training in the materials, techniques, and processes used while executing scenery for the theatre. Includes both classroom lectures and practical laboratory work in the Krannert Center Scene Shop. Prerequisite: THEA 103.",3,,37052,,
THEA,151,Introduction to Digital Audio Workstations,"Develop understanding and beginning mastery of digital audio workstations and equipment. Topics include the physics of sound and acoustics, familiarization with and utilization of studio equipment, and developing skills with a range of production techniques. Students will enhance their understanding and appreciation of audio technology and recording.",3,,69423,,
THEA,170,Fundamentals of Acting I,"Study of the methods of acting, with emphasis on basic acting techniques; role of character in relation to the play as a whole, the play's internal and emotional values, and their interpretation through voice and action.",3,,36481,,
THEA,175,Fundamentals of Acting II,Exploration and communication of experience through speech and action on the stage. Prerequisite: THEA 170.,3,,40111,3.67,
THEA,204,Introduction to Contemporary Performance Practice,"This practice-based course explores how to collaboratively create performances. Devised performance creates theatre ""from scratch,"" often through improvisation and ensemble exercises. Focus on developing skills for working with an ensemble to create and adapt text, design, technology, and performance through in-class workshops and a final project. Prerequisite: THEA 102, THEA 103.",3,,73030,,
