Subject,Course,Name,Description,Credit Hours,Degree Attributes,CRN,Average Grade,Degree Attributes Codes
AE,410,Computational Aerodynamics,"Computational technologies as solution tools for various aerodynamic problems; modeling and solution of one-and two-dimensional, incompressible and compressible, steady and unsteady inviscid external flow fields. Computational laboratory for practical experience. Same as CSE 461. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: AE 311; credit or concurrent enrollment in AE 312.",3 OR 4 hours.,,29954,3.35,
AE,419,Aircraft Flight Mechanics,"Steady and quasi-steady aircraft flight performance; take-off and landing, climbing and diving, cruise, level turn, and energy methods; longitudinal, directional, and lateral static stability and control; longitudinal and lateral motion and dynamic stability. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: AE 202 and AE 353.",3 OR 4 hours.,,29960,2.81,
AE,420,Finite Element Analysis,Same as CSE 451 and ME 471. See ME 471.,3 OR 4 hours.,,37473,,
AE,428,Mechanics of Composites,Same as MSE 456 and TAM 428. See MSE 456.,3 hours.,,74478,,
AE,434,Rocket Propulsion,"Basic principles of chemical rocket propulsion and performance, rocket component design, liquid rockets, solid rocket motors, combustion processes, combustion instability. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: AE 312.",3 OR 4 hours.,,29970,3.22,
AE,435,Electric Space Propulsion,"Elements of electric propulsion as applied to near-earth and deep-space missions; impact on spacecraft design; physics of ionized gases; plasmadynamics; electrothermal, electromagnetic, and electrostatic acceleration of gases to high velocity; high-impulse thruster design and performance; the resistojet, arcjet, ion engine, Hall thruster, MPD arc thruster, and plasma gun. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: AE 312 or ME 410, PHYS 212, and ECE 205.",3 OR 4 hours.,,29965,2.92,
AE,443,Aerospace Systems Design II,"Continuation of AE 442. Conceptual design project of either an aircraft or spacecraft flight system to satisfy a given set of requirements. Project team organization. Emphasis on sizing, trade studies and design optimization, subsystem integration, and technical communication skills. 3 undergraduate hours. No graduate credit. To fulfill the Advanced Composition Requirement, credit must be earned for both AE 442 and AE 443. Prerequisite: AE 442.",3 hours.,['Advanced Composition course'],56779,3.37,[10]
AE,461,Structures &amp; Control Lab,"Theory and application of experimental techniques in aerospace engineering with emphasis on structural mechanics, vibrations, dynamics, and control systems. 2 undergraduate hours. No graduate credit. Prerequisite: AE 321 and AE 352. Credit or concurrent registration in AE 323 and AE 353.",2 hours.,,54459,3.47,
AE,482,Introduction to Robotics,Same as ECE 470 and ME 445. See ECE 470.,4 hours.,,65307,,
AE,484,"UAV Performance, Design, and Fabrication","This course will cover topics necessary to design, fabricate, and evaluate the performance of unmanned aerial vehicles (UAVs). After a brief introduction to UAVs, an overview will be given of aerodynamics, stability/control, propulsion, aircraft performance, UAV hardware, manufacturing methods, and computational tools needed to fabricate unmanned aerial vehicles. An emphasis of the course will be on aircraft fabrication techniques (welding, composites, turning, milling, joining, additive manufacturing, etc.) culminating in the construction of the final design project. 3 undergraduate hours. No graduate credit. Prerequisite: AE 202 and AE 311. Restricted to AE majors only.",3 hours.,,72384,,
AE,497,Independent Study,Independent theoretical and experimental projects in aerospace engineering. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated. Prerequisite: Consent of instructor.,1 TO 4 hours.,,10019,,
AE,498,Special Topics,Subject offerings of new and developing areas of knowledge in aerospace engineering intended to augment the existing curriculum. See Class Schedule or department course information for topics and prerequisite. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary to a maximum of 9 undergraduate hours or 12 graduate hours.,1 TO 4 hours.,,70882,3.56,
AE,502,Advanced Orbital Mechanics,"Circular-restricted three-body problem; surfaces of zero velocity, libration points, and halo orbits; perturbed two-body motion; Gauss and Lagrange planetary equations, Hamilton's principle, canonical equations and Delaunay variables; application to artificial Earth satellites; orbit determination. Prerequisite: AE 402.",4 hours.,,39827,,
AE,504,Optimal Aerospace Systems,"Formulation of parameter and functional optimization problems for dynamic systems; applications of optimization principles to the control and performance of aerospace vehicles, including optimal flight paths, trajectories, and feedback control. Prerequisite: AE 352.",4 hours.,,60675,3.87,
AE,514,Boundary Layer Theory,Boundary layer concept at high Reynolds numbers; self-similar solutions of incompressible and compressible boundary layers; stability of parallel and nearly-parallel wall-bounded viscous flows; transition to turbulence; turbulent boundary layers; high-speed boundary layers; strong Reynolds analogy; Morkovin's hypothesis. Prerequisite: AE 412.,4 hours.,,30031,,
AE,515,Wing Theory,Theoretical analysis of the aerodynamic characteristics of two- and three-dimensional wings and multiple-body systems in subsonic and supersonic flows. Prerequisite: AE 416.,4 hours.,,39828,,
